condition,year,model,trim,title,price,mileage,dealer,deal,link
Certified,2025,Rav4,Toyota RAV4 LE,Certified 2025 Toyota RAV4 LE,"$32,282","14,682 mi.",Avondale Toyota,fair-deal,https://www.cars.com/vehicledetail/9205e57d-7e0c-49f8-b883-7a1cd98d123b/?attribution_type=premier
Certified,2024,Rav4,Toyota RAV4 XLE,Certified 2024 Toyota RAV4 XLE,"$30,481","62,478 mi.",Avondale Toyota,good-deal,https://www.cars.com/vehicledetail/cd71b09f-0db5-4277-8c0c-5041a20c2885/
Used,2021,Rav4,Toyota RAV4,Used 2021 Toyota RAV4,"$26,104","99,206 mi.",Earnhardt Chrysler Jeep Dodge RAM,good-deal,https://www.cars.com/vehicledetail/94297b88-b52d-4e07-b5ff-e40c387e9f24/
Used,2019,Rav4,Toyota RAV4 XLE,Used 2019 Toyota RAV4 XLE,"$20,700","86,993 mi.",Subaru Superstore of Chandler,good-deal,https://www.cars.com/vehicledetail/bfa3eae3-42ec-44b8-a7d9-bec4d1964310/
Used,2013,Rav4,Toyota RAV4 XLE,Used 2013 Toyota RAV4 XLE,"$11,743","128,903 mi.",Larry H. Miller Nissan Mesa,good-deal,https://www.cars.com/vehicledetail/acc90415-b351-464d-90db-185dc60bd01d/
Used,2023,Rav4,Toyota RAV4 Limited,Used 2023 Toyota RAV4 Limited,"$32,999","34,364 mi.",Earnhardt Hyundai - San Tan,good-deal,https://www.cars.com/vehicledetail/1361d157-ca2f-44ca-99ee-aefd2afceb4b/
Used,2020,Rav4,Toyota RAV4 Limited,Used 2020 Toyota RAV4 Limited,"$23,385","117,379 mi.",Superstition Springs Lexus,fair-deal,https://www.cars.com/vehicledetail/89925a38-7c80-459f-a25f-4c86700e7967/
Used,2008,Rav4,Toyota RAV4 Limited,Used 2008 Toyota RAV4 Limited,"$12,997","101,677 mi.",Arrowhead Honda,fair-deal,https://www.cars.com/vehicledetail/7f8868c2-d204-4a11-9464-fd031675510c/
Used,2024,Rav4,Toyota RAV4 Adventure,Used 2024 Toyota RAV4 Adventure,"$30,996","48,881 mi.",AutoNation Toyota Tempe,good-deal,https://www.cars.com/vehicledetail/4a6fbd3c-3f1d-4e97-af4e-c45951ee8997/
Used,2021,Rav4,Toyota RAV4 TRD Off-Road,Used 2021 Toyota RAV4 TRD Off-Road,"$28,723","72,118 mi.",Right Honda,good-deal,https://www.cars.com/vehicledetail/68909b7e-3d86-4fa4-bd4c-2725d6d85c65/
Used,2021,Rav4,Toyota RAV4 LE,Used 2021 Toyota RAV4 LE,"$21,533","64,476 mi.",CardinaleWay Mazda Peoria,great-deal,https://www.cars.com/vehicledetail/78e6c98d-5df4-42f3-86b9-d46663d70e46/
Used,2022,Rav4,Toyota RAV4 LE,Used 2022 Toyota RAV4 LE,"$26,973","39,647 mi.",Bill Luke Santan,fair-deal,https://www.cars.com/vehicledetail/7389a783-f7ff-4c05-99fa-bd2b11636710/
Used,2022,Rav4,Toyota RAV4 XLE,Used 2022 Toyota RAV4 XLE,"$24,501","66,735 mi.",CardinaleWay Mazda Mesa,good-deal,https://www.cars.com/vehicledetail/1534e55d-766e-4e62-be34-8b20e58072c0/
Used,2018,Rav4,Toyota RAV4 LE,Used 2018 Toyota RAV4 LE,"$16,992","103,897 mi.",AutoNation Nissan Chandler,good-deal,https://www.cars.com/vehicledetail/1ac8ec12-e5e1-4228-9a08-ca22685ccea2/
Certified,2022,Rav4,Toyota RAV4 Limited,Certified 2022 Toyota RAV4 Limited,"$26,800","85,132 mi.",Chapman Ford,good-deal,https://www.cars.com/vehicledetail/9cb57e51-86e8-4b4f-9442-3b42caca02be/
Used,2017,Rav4,Toyota RAV4 LE,Used 2017 Toyota RAV4 LE,"$16,992","78,529 mi.",Miracle Motors,good-deal,https://www.cars.com/vehicledetail/c0e18223-3ca3-4a7b-826e-e8654bcbf06d/
Used,2022,Rav4,Toyota RAV4 Limited,Used 2022 Toyota RAV4 Limited,"$33,998","28,908 mi.",CarMax Phoenix-Gilbert,good-deal,https://www.cars.com/vehicledetail/80bc7121-b7a6-42ea-9ee0-673c848b76a1/
Used,2020,Rav4,Toyota RAV4 XLE,Used 2020 Toyota RAV4 XLE,"$20,693","72,445 mi.",Miracle Motors,great-deal,https://www.cars.com/vehicledetail/b862a634-1637-4bd3-97a2-0dea9c20ef48/
Used,2023,Rav4,Toyota RAV4 Limited,Used 2023 Toyota RAV4 Limited,"$34,998","19,490 mi.",CarMax Scottsdale,good-deal,https://www.cars.com/vehicledetail/98037e5a-181b-4145-9f4a-5987a10d96d2/
Used,2018,Rav4,Toyota RAV4 XLE,Used 2018 Toyota RAV4 XLE,"$16,491","92,208 mi.",Ideal Cars,good-deal,https://www.cars.com/vehicledetail/1c2e7887-b983-42dd-9a6b-9014f87cc1a2/
Used,2020,Rav4,Toyota RAV4 XLE,Used 2020 Toyota RAV4 XLE,"$22,991","64,355 mi.",Scottsdale Mitsubishi,good-deal,https://www.cars.com/vehicledetail/46a5396e-c48d-4333-9fef-817fb39c4121/
Used,2021,Rav4,Toyota RAV4 TRD Off-Road,Used 2021 Toyota RAV4 TRD Off-Road,"$28,988","93,971 mi.",101 AUTO OUTLET,fair-deal,https://www.cars.com/vehicledetail/01f5227b-6786-4e03-89cc-68c0b8032631/
Used,2025,Rav4,Toyota RAV4 XLE,Used 2025 Toyota RAV4 XLE,"$30,952","27,729 mi.",AutoNation USA Phoenix Avondale,good-deal,https://www.cars.com/vehicledetail/c746d3a5-e4a7-474d-aae1-46050006008a/
Used,2020,Rav4,Toyota RAV4 XLE Premium,Used 2020 Toyota RAV4 XLE Premium,"$23,998","85,447 mi.",CarMax Murrieta,good-deal,https://www.cars.com/vehicledetail/5a5f9726-379a-4835-bf17-c11864565678/?attribution_type=ship
Used,2024,Rav4,Toyota RAV4 LE,Used 2024 Toyota RAV4 LE,"$23,599","49,503 mi.",All Wheel Drive Motors,good-deal,https://www.cars.com/vehicledetail/b111fda1-00fd-4fa4-8278-5210967462dc/?attribution_type=ship
Used,2019,Rav4,Toyota RAV4 XLE Premium,Used 2019 Toyota RAV4 XLE Premium,"$24,600","74,731 mi.",Courtesy Kia,good-deal,https://www.cars.com/vehicledetail/a91c3100-a941-4d30-81ce-48189970feff/
Used,2020,Rav4,Toyota RAV4 LE,Used 2020 Toyota RAV4 LE,"$22,991","30,132 mi.",Surprise Ford,great-deal,https://www.cars.com/vehicledetail/164c5940-31f5-43b8-aee2-9596997ece2d/
Used,2022,Rav4,Toyota RAV4 LE,Used 2022 Toyota RAV4 LE,"$25,534","51,398 mi.",Toyota of Surprise,good-deal,https://www.cars.com/vehicledetail/bbb07b4d-f7e8-4fc7-8df8-d8119b60b3ec/
Used,2023,Rav4,Toyota RAV4 XLE,Used 2023 Toyota RAV4 XLE,"$29,998","29,219 mi.",CarMax Phoenix-Gilbert,good-deal,https://www.cars.com/vehicledetail/eb7c9ef4-8164-4900-ad10-4faeee1a4751/
Used,2021,Rav4,Toyota RAV4 XLE,Used 2021 Toyota RAV4 XLE,"$20,497","104,241 mi.",EchoPark Automotive Phoenix,great-deal,https://www.cars.com/vehicledetail/eab0658e-b6fa-41ad-98b7-704942a14887/
Used,2013,Rav4,Toyota RAV4 XLE,Used 2013 Toyota RAV4 XLE,"$13,867","126,225 mi.",Berge Volkswagen,fair-deal,https://www.cars.com/vehicledetail/5d425d91-a492-4e7d-bd99-3d3e94e1e7bc/
Used,2009,Rav4,Toyota RAV4 Sport,Used 2009 Toyota RAV4 Sport,"$11,988","96,051 mi.",Runway Auto,fair-deal,https://www.cars.com/vehicledetail/e8f933ec-d15e-4614-a729-a00fa456ab6a/
Used,2025,Rav4,Toyota RAV4 XLE Premium,Used 2025 Toyota RAV4 XLE Premium,"$36,949","11,049 mi.",Honda of Superstition Springs,good-deal,https://www.cars.com/vehicledetail/53c03de8-6f76-440b-b1b3-8993a089f8bd/
Used,2015,Rav4,Toyota RAV4 XLE,Used 2015 Toyota RAV4 XLE,"$15,650","90,000 mi.",Certified Luxury Auto,great-deal,https://www.cars.com/vehicledetail/30fed1ca-0560-43a2-8831-a4cd42b8ae77/
Used,2021,Rav4,Toyota RAV4 LE,Used 2021 Toyota RAV4 LE,"$20,895","102,369 mi.",DriveTime of Glendale,great-deal,https://www.cars.com/vehicledetail/28d52743-276d-46ef-ae54-5f8f8a6d0d5b/
Used,2015,Rav4,Toyota RAV4 Limited,Used 2015 Toyota RAV4 Limited,"$11,981","156,316 mi.",Earnhardt Toyota,great-deal,https://www.cars.com/vehicledetail/0a6de524-59a5-49b6-bdfb-5fe6e0d6b7bd/
Used,2019,Rav4,Toyota RAV4 XLE,Used 2019 Toyota RAV4 XLE,"$21,999","68,877 mi.",Lunde's Peoria Volkswagen,good-deal,https://www.cars.com/vehicledetail/8668a2da-84e8-486a-a22e-e124ada32cf5/
Used,2017,Rav4,Toyota RAV4 LE,Used 2017 Toyota RAV4 LE,"$16,496","125,724 mi.",I-10 Automotive Group,good-deal,https://www.cars.com/vehicledetail/bbf33c1f-2248-44f1-94fc-709e54deab2a/
Used,2021,Rav4,Toyota RAV4 TRD Off-Road,Used 2021 Toyota RAV4 TRD Off-Road,"$21,999","132,201 mi.",SAG Auto Sales,good-deal,https://www.cars.com/vehicledetail/60438433-d643-4e8f-ad95-7bee9f509c19/
Used,2014,Rav4,Toyota RAV4 LE,Used 2014 Toyota RAV4 LE,"$10,800","104,700 mi.",Imperial Motors,,https://www.cars.com/vehicledetail/c7199289-a9cf-4ae4-b5de-5ba33146c9a5/
Used,2024,Rav4,Toyota RAV4 Adventure,Used 2024 Toyota RAV4 Adventure,"$26,988","33,582 mi.",AUTO SELECT,good-deal,https://www.cars.com/vehicledetail/651832a8-9e7c-446f-88f8-918227d762d7/
Used,2006,Rav4,Toyota RAV4 Base,Used 2006 Toyota RAV4 Base,"$8,800","141,000 mi.",New Deal Pre-Owned Auto,default,https://www.cars.com/vehicledetail/d56bfb77-5061-4a37-b3c8-e2a720fbdbd2/
Used,2017,Rav4,Toyota RAV4 LE,Used 2017 Toyota RAV4 LE,"$21,983","89,954 mi.",Big Two Toyota of Chandler,fair-deal,https://www.cars.com/vehicledetail/98d2c3e2-1d9b-41af-ac80-471d7dc75009/
Used,2023,Rav4,Toyota RAV4 LE,Used 2023 Toyota RAV4 LE,"$26,373","44,184 mi.",Bill Luke Chrysler Jeep Dodge RAM,good-deal,https://www.cars.com/vehicledetail/479e9f6e-02bf-415d-a4b2-3b3b55719813/
Used,2019,Rav4,Toyota RAV4 XLE,Used 2019 Toyota RAV4 XLE,"$22,998","97,525 mi.",Beemer Haus,fair-deal,https://www.cars.com/vehicledetail/02fdf3dd-7d35-4279-9879-dd87e2a944b8/
Certified,2025,Rav4,Toyota RAV4 LE,Certified 2025 Toyota RAV4 LE,"$32,282","14,682 mi.",Avondale Toyota,fair-deal,https://www.cars.com/vehicledetail/9205e57d-7e0c-49f8-b883-7a1cd98d123b/
Certified,2025,Rav4,Toyota RAV4 LE,Certified 2025 Toyota RAV4 LE,"$29,483","21,591 mi.",Avondale Toyota,good-deal,https://www.cars.com/vehicledetail/2e3a6b6d-4873-4710-9e5b-c54445f885f1/
Used,2022,Rav4,Toyota RAV4 LE,Used 2022 Toyota RAV4 LE,"$24,998","50,928 mi.",CarMax El Paso,good-deal,https://www.cars.com/vehicledetail/cb535221-80fe-4693-9540-522499915ed8/?attribution_type=ship
Used,2018,Rav4,Toyota RAV4 LE,Used 2018 Toyota RAV4 LE,"$16,998","127,524 mi.",CarMax Buena Park,good-deal,https://www.cars.com/vehicledetail/a22b008f-6e42-4985-a9f5-d7b4223173e8/?attribution_type=ship
Used,2021,Rav4,Toyota RAV4 XLE Premium,Used 2021 Toyota RAV4 XLE Premium,"$24,320","92,355 mi.",Camelback Toyota,good-deal,https://www.cars.com/vehicledetail/060232b0-60b0-4388-bade-c772195439a6/
Used,2023,Rav4,Toyota RAV4 LE,Used 2023 Toyota RAV4 LE,"$28,198","12,759 mi.",Germain Honda of Surprise,good-deal,https://www.cars.com/vehicledetail/cd980238-596c-41f4-b1db-61f11058edeb/
Used,2024,Rav4,Toyota RAV4 XLE,Used 2024 Toyota RAV4 XLE,"$26,750","55,251 mi.",Courtesy Volvo Cars of Scottsdale,good-deal,https://www.cars.com/vehicledetail/25a62b82-dbb7-4db3-8459-f304dc28f6af/
Used,2020,Rav4,Toyota RAV4 XLE Premium,Used 2020 Toyota RAV4 XLE Premium,"$27,995","29,562 mi.",Germain Honda of Surprise,good-deal,https://www.cars.com/vehicledetail/2e916c21-ef55-4fd6-9cf9-33fd08f617dd/
Used,2024,Rav4,Toyota RAV4 LE,Used 2024 Toyota RAV4 LE,"$26,500","33,642 mi.",Courtesy Chevrolet,great-deal,https://www.cars.com/vehicledetail/8661772a-ff77-45e3-9d86-6734360fd1eb/
Used,2016,Rav4,Toyota RAV4 LE,Used 2016 Toyota RAV4 LE,"$14,488","123,500 mi.",Runway Auto,good-deal,https://www.cars.com/vehicledetail/9c954cd1-102d-4313-b949-4bbc609e0ad7/
Used,2022,Rav4,Toyota RAV4 LE,Used 2022 Toyota RAV4 LE,"$25,534","51,398 mi.",Toyota of Surprise,good-deal,https://www.cars.com/vehicledetail/bbb07b4d-f7e8-4fc7-8df8-d8119b60b3ec/
Used,2025,Rav4,Toyota RAV4 LE,Used 2025 Toyota RAV4 LE,"$28,998","17,934 mi.",CarMax Phoenix-West Valley,good-deal,https://www.cars.com/vehicledetail/62d31420-1cb1-4f33-9e09-fd237f4bb861/
Used,2024,Rav4,Toyota RAV4 XLE,Used 2024 Toyota RAV4 XLE,"$27,994","32,961 mi.",Pinnacle Nissan,great-deal,https://www.cars.com/vehicledetail/d3e37f5c-1a09-4fdc-945d-a804ea950c7d/
Used,2015,Rav4,Toyota RAV4 LE,Used 2015 Toyota RAV4 LE,"$11,972","101,368 mi.",Right Toyota,good-deal,https://www.cars.com/vehicledetail/f8dad10e-20a4-4613-849d-e63acf56c05c/
Used,2025,Rav4,Toyota RAV4 XLE,Used 2025 Toyota RAV4 XLE,"$29,993","38,612 mi.",AutoNation Toyota Tempe,good-deal,https://www.cars.com/vehicledetail/eff8a5d6-99e6-4458-9366-5bf6007b46ad/
Used,2024,Rav4,Toyota RAV4 XLE,Used 2024 Toyota RAV4 XLE,"$32,473","20,583 mi.",Bill Luke Tempe,good-deal,https://www.cars.com/vehicledetail/f98e1c64-bd96-4a09-92f9-4f9c32e23806/
Certified,2023,Rav4,Toyota RAV4 XLE,Certified 2023 Toyota RAV4 XLE,"$27,674","56,135 mi.",Larry H. Miller Toyota Peoria,good-deal,https://www.cars.com/vehicledetail/1d7a3e7d-243b-4156-ac01-3fc25b46cdb3/
Used,2021,Rav4,Toyota RAV4 TRD Off-Road,Used 2021 Toyota RAV4 TRD Off-Road,"$28,155","94,580 mi.",Camelback Toyota,good-deal,https://www.cars.com/vehicledetail/589e9041-dcbf-45b9-b86b-0b378715089f/
Used,2021,Rav4,Toyota RAV4 LE,Used 2021 Toyota RAV4 LE,"$16,994","137,135 mi.",AutoNation Toyota Tempe,good-deal,https://www.cars.com/vehicledetail/95cfb9c2-829f-482a-a85c-ba59aa9e625d/
Used,2023,Rav4,Toyota RAV4 XLE,Used 2023 Toyota RAV4 XLE,"$32,777","5,392 mi.",AutoNation Toyota Tempe,good-deal,https://www.cars.com/vehicledetail/aa71fbba-3c21-4fcc-92ab-2840928000d1/
Used,2012,Rav4,Toyota RAV4 Base,Used 2012 Toyota RAV4 Base,"$11,200","134,156 mi.",Camelback Toyota,good-deal,https://www.cars.com/vehicledetail/d77033a9-bf8a-4829-b85e-5766fdb4da70/
Used,2016,Rav4,Toyota RAV4 XLE,Used 2016 Toyota RAV4 XLE,"$16,173","103,388 mi.",Bill Luke Santan,good-deal,https://www.cars.com/vehicledetail/07a34ca1-411c-4869-8d67-2017c04055ae/
Certified,2023,Rav4,Toyota RAV4 XLE Premium,Certified 2023 Toyota RAV4 XLE Premium,"$34,481","19,202 mi.",Avondale Toyota,good-deal,https://www.cars.com/vehicledetail/e32a0d0e-bde1-409b-ab8f-ca9fa6ba8a20/
Used,2014,Rav4,Toyota RAV4 XLE,Used 2014 Toyota RAV4 XLE,"$11,981","168,251 mi.",Earnhardt Toyota,,https://www.cars.com/vehicledetail/35d2804f-79aa-45cc-985c-5ba28b3e8af8/
Used,2023,Rav4,Toyota RAV4 Limited,Used 2023 Toyota RAV4 Limited,"$35,998","9,589 mi.",CarMax Phoenix-Gilbert,,https://www.cars.com/vehicledetail/e5cc0d84-afad-4ec2-b3aa-2be10a7f942e/
Certified,2021,Rav4,Toyota RAV4 XLE,Certified 2021 Toyota RAV4 XLE,"$23,989","87,728 mi.",Right Toyota,good-deal,https://www.cars.com/vehicledetail/2fbf2495-c8fa-4a73-91e4-23653d849386/
